Train Accuracy,Train Loss,Local Accuracy,Global Accuracy,Loss Standard Deviation,Personal Accuracy
0.13441666666666668,10.202981342013677,0.13711,0.1142,0.06037519273584991,0.7838900000000001
0.13673333333333335,10.140939220285416,0.13866,0.116,0.053456389613554964,0.79337
0.13728333333333334,10.06654219326973,0.13948999999999998,0.1174,0.08689957453871724,0.7877300000000002
0.13911666666666667,9.972613162469864,0.14127,0.1187,0.09867179567487773,0.7961999999999999
0.14083333333333334,9.867442963329951,0.14298000000000002,0.1206,0.0807057717196808,0.7975600000000002
0.14258333333333334,9.75621517454783,0.14472000000000002,0.1221,0.09832185150922876,0.80704
0.14515,9.655918639961879,0.14689000000000002,0.1237,0.12861661356628099,0.80037
0.14623333333333333,9.548179181400936,0.14819999999999997,0.126,0.1400924591145409,0.79762
0.1481,9.423078651603062,0.15042999999999998,0.1281,0.08715839252088967,0.80999
0.14933333333333332,9.335298232396443,0.15207,0.13,0.17310254464384778,0.7988599999999999
0.15118333333333334,9.212503889258702,0.15429,0.1318,0.06871665610027022,0.8050999999999999
0.15295,9.084465698496501,0.15642000000000003,0.1332,0.04077757765217626,0.8213699999999998
0.1547666666666667,8.997675430583953,0.15805000000000002,0.1346,0.07608208083654887,0.79962
0.15676666666666664,8.88249844663938,0.1606,0.1364,0.05034439517333466,0.8020900000000001
0.15851666666666667,8.781990336068471,0.16246,0.1384,0.15565502510846285,0.7958000000000002
0.16041666666666665,8.671684763177236,0.16480999999999998,0.14,0.09045935822408445,0.8096
0.16248333333333334,8.559863869714738,0.16684,0.142,0.04321960504410894,0.80723
0.16435,8.458195290740331,0.16926999999999998,0.1435,0.0745650250498815,0.82283
0.16651666666666665,8.357990096998215,0.17108,0.1457,0.08317350706677405,0.8109000000000001
0.16888333333333336,8.241973951164882,0.17328000000000002,0.1478,0.0550952635449575,0.81501
0.17111666666666667,8.142043194198608,0.17556,0.1499,0.03133696632314703,0.8220000000000001
0.17351666666666665,8.022515034008027,0.17825000000000002,0.1525,0.0828862411428007,0.81123
0.17484999999999998,7.93780011493365,0.17958,0.1544,0.059123560077684524,0.8147900000000001
0.17783333333333334,7.811437632433574,0.18282,0.1562,0.11006182734860301,0.8081099999999999
0.1798,7.714675360854467,0.18476,0.1581,0.0416771780780216,0.82164
0.18163333333333334,7.6177916806777315,0.18699999999999997,0.1599,0.029908547094422765,0.8172699999999999
0.18355,7.522867121680577,0.18898,0.1628,0.061494367940274394,0.8190500000000001
0.18625,7.405116801269849,0.19116,0.1645,0.03650262551722272,0.8238599999999999
0.18863333333333332,7.304790201489132,0.19348,0.1678,0.06555396454926983,0.8130099999999999
0.19191666666666665,7.211207079688708,0.19576,0.1702,0.07320861427091933,0.8232800000000001
0.1932,7.116319045813879,0.19763,0.1725,0.05380171680140034,0.81132
0.19585,7.019093083532651,0.20013999999999998,0.1742,0.07822575768963509,0.81596
0.19834999999999997,6.9280722549438485,0.20263,0.1767,0.06803643592232163,0.8204200000000001
0.20163333333333333,6.818424033268293,0.20598,0.1789,0.0946867194105144,0.81762
0.20384999999999998,6.725108891463279,0.20854,0.1813,0.0669230640310849,0.8195199999999999
0.20618333333333336,6.639136631385486,0.21086,0.1829,0.14408366125067593,0.8150100000000001
0.20923333333333333,6.530249027721087,0.21404,0.185,0.05117866449680868,0.82198
0.21195,6.451976629551252,0.21703,0.1878,0.05101553798750861,0.82038
0.2146666666666667,6.333033861660957,0.21960000000000002,0.1902,0.10812253559851813,0.8154899999999999
0.21806666666666666,6.245244782209397,0.22200999999999999,0.1921,0.08303549149168309,0.82269
