Train Accuracy,Train Loss,Test Accuracy,Personalized Accuracy,Global Accuracy
0.11899999999999998,9.298866800578434,0.028583333333333332,0.14711666666666667,0.1129
0.12021666666666667,9.3008097981294,0.02886666666666667,0.15105000000000002,0.1131
0.11963333333333334,9.359718921359379,0.02863333333333333,0.15138333333333334,0.1135
0.11945,9.392365196736653,0.0284,0.14816666666666667,0.1137
0.119,9.411499346224467,0.02881666666666667,0.15168333333333334,0.114
0.11985,9.384516645558675,0.028733333333333333,0.15413333333333334,0.1143
0.12015,9.374513900375366,0.02873333333333333,0.15481666666666666,0.1148
0.11995,9.34599544658661,0.028866666666666665,0.15331666666666666,0.1152
0.12035,9.335825407314301,0.028816666666666664,0.1512,0.1154
0.11978333333333334,9.319662547222773,0.02871666666666666,0.15171666666666667,0.1158
0.12063333333333333,9.311195006132126,0.02905,0.15281666666666666,0.1161
0.12143333333333332,9.285635659138363,0.02901666666666667,0.15223333333333333,0.1166
0.12154999999999999,9.278742915201189,0.029150000000000002,0.15083333333333335,0.1169
0.12179999999999999,9.234912613153458,0.029133333333333337,0.1507,0.1171
0.12211666666666667,9.191638343985876,0.029416666666666667,0.15226666666666666,0.1174
0.1229,9.173418774795532,0.029383333333333334,0.15149999999999997,0.1175
0.122,9.16099900897344,0.0293,0.1506,0.1178
0.12311666666666668,9.15143602851232,0.029516666666666667,0.15033333333333335,0.1179
0.12331666666666667,9.113262573035557,0.02953333333333333,0.15323333333333333,0.1183
0.12378333333333334,9.07212962032954,0.029633333333333334,0.15315,0.1187
0.12423333333333333,9.0530543364048,0.029666666666666668,0.14991666666666667,0.1189
0.12443333333333334,9.044378772592545,0.029849999999999998,0.1528,0.1191
0.12499999999999999,9.008173674551646,0.02988333333333333,0.15498333333333333,0.1197
0.12501666666666666,8.985400121466318,0.02981666666666667,0.1499333333333333,0.1203
0.12523333333333334,8.95558318473498,0.030049999999999997,0.1517666666666667,0.121
0.1256,8.932567249218623,0.030250000000000003,0.15126666666666666,0.1216
0.12636666666666665,8.90614842707316,0.030350000000000002,0.15053333333333332,0.1221
0.12681666666666666,8.871288612620036,0.0304,0.15316666666666667,0.1223
0.12685000000000002,8.853512123457591,0.030266666666666667,0.15258333333333335,0.1226
0.12688333333333335,8.824147595850626,0.030400000000000003,0.1513,0.1226
0.12788333333333335,8.797915815178552,0.030616666666666667,0.15171666666666667,0.1233
0.12841666666666665,8.759379617325465,0.030766666666666668,0.15253333333333335,0.124
0.1284,8.741353880151113,0.03081666666666667,0.15353333333333333,0.1243
0.1293166666666667,8.704359936300914,0.030933333333333337,0.15358333333333332,0.1251
0.12888333333333332,8.678739049832027,0.030950000000000002,0.15414999999999998,0.126
0.12990000000000002,8.657354088465373,0.030900000000000004,0.15073333333333336,0.1268
0.1301,8.633011541620892,0.03125,0.15343333333333334,0.1273
0.13031666666666666,8.60155642299652,0.03128333333333333,0.14796666666666666,0.1282
0.13098333333333334,8.55263031835556,0.031566666666666666,0.15266666666666667,0.1285
0.13146666666666668,8.529755474869411,0.03158333333333333,0.15278333333333333,0.1289
0.13165,8.505783199183146,0.03165,0.15338333333333334,0.1292
0.1318,8.474887803173065,0.03171666666666667,0.15148333333333333,0.1296
0.13226666666666664,8.44285272321701,0.03183333333333333,0.1525,0.13
0.13323333333333331,8.416517059437433,0.031933333333333334,0.15285,0.1306
0.13341666666666668,8.385574311145147,0.03216666666666667,0.15234999999999999,0.1312
0.13431666666666667,8.359894579792023,0.03208333333333333,0.15308333333333332,0.1313
0.13468333333333335,8.323309099706014,0.0322,0.15376666666666666,0.1319
0.13491666666666668,8.28166022734642,0.03255,0.15168333333333334,0.1326
0.13606666666666667,8.245303331057231,0.03266666666666667,0.15231666666666668,0.133
0.13601666666666667,8.219738644091288,0.03275,0.15413333333333334,0.1336
0.1362,8.199045599476497,0.0327,0.1508,0.134
0.13698333333333332,8.158294002946217,0.032966666666666665,0.15436666666666665,0.1347
0.13781666666666664,8.126982165463765,0.0332,0.1549333333333333,0.1349
0.13861666666666667,8.085513296937943,0.033216666666666665,0.15263333333333334,0.1354
0.13943333333333335,8.037357220816611,0.03333333333333333,0.15341666666666665,0.1358
0.13899999999999998,8.032500338633854,0.03341666666666667,0.15368333333333334,0.1368
0.13965,7.979232031218211,0.03353333333333333,0.1538,0.1374
0.14041666666666666,7.951972207649549,0.033683333333333336,0.1551,0.138
0.14125,7.92017706917127,0.034083333333333334,0.15415,0.1388
0.1415,7.8975250675598785,0.033966666666666666,0.15206666666666666,0.1396
0.14205,7.855357965222995,0.034199999999999994,0.15223333333333333,0.1402
0.1431,7.815943126797675,0.03428333333333333,0.15083333333333335,0.1407
0.14326666666666668,7.7753540272871655,0.03445,0.15383333333333332,0.1412
0.14406666666666668,7.730302255797387,0.03473333333333334,0.15591666666666668,0.1415
0.14436666666666667,7.701279026881853,0.03473333333333333,0.15173333333333333,0.1423
0.14578333333333332,7.6695924813906355,0.034883333333333336,0.1514333333333333,0.1426
0.14626666666666666,7.629179395524661,0.035250000000000004,0.15441666666666667,0.1438
0.14685,7.584938047917685,0.0353,0.15286666666666665,0.1446
0.14681666666666668,7.564058923419316,0.03528333333333333,0.15445,0.1455
0.14801666666666666,7.533124727185568,0.03558333333333333,0.15488333333333332,0.1462
0.14885,7.488391700466473,0.03568333333333333,0.15246666666666667,0.1472
0.14925,7.447277656229337,0.035666666666666666,0.15378333333333333,0.1477
0.15021666666666667,7.404806637525558,0.036000000000000004,0.15216666666666667,0.1486
0.15118333333333334,7.352209425568581,0.03651666666666667,0.15096666666666667,0.1495
0.15178333333333333,7.3256949103673294,0.0364,0.15238333333333334,0.1506
0.1528,7.278550978684425,0.03668333333333333,0.15264999999999998,0.1512
0.15295,7.2563426991780595,0.0369,0.15525,0.152
0.1539833333333333,7.215967391498885,0.03701666666666666,0.15011666666666665,0.1532
0.1544666666666667,7.179063630358378,0.03718333333333333,0.1564,0.1538
0.15558333333333335,7.13726206562519,0.03735,0.15473333333333333,0.1547
0.15630000000000005,7.081389827179909,0.03763333333333333,0.15133333333333332,0.1558
0.15689999999999998,7.044183075022698,0.037983333333333334,0.15225,0.1572
0.15836666666666666,7.001063871749243,0.03816666666666667,0.15726666666666664,0.1579
0.15823333333333334,6.970818197250367,0.0381,0.15371666666666664,0.1587
0.1598166666666667,6.924118298840523,0.038516666666666664,0.1564,0.1597
0.16021666666666667,6.884721527353923,0.038599999999999995,0.15383333333333332,0.161
0.16186666666666666,6.834753373201688,0.03905,0.15568333333333334,0.1621
0.16251666666666664,6.778185876472792,0.03921666666666667,0.15395,0.1627
0.16405,6.744980495031675,0.0394,0.15608333333333335,0.1639
0.16428333333333334,6.714162508185705,0.03966666666666667,0.1555,0.1654
0.16516666666666666,6.683553932388625,0.03991666666666666,0.15336666666666668,0.1662
0.16626666666666667,6.628213168923061,0.039983333333333336,0.15398333333333333,0.1674
0.1666333333333333,6.587997782810529,0.040283333333333324,0.15548333333333336,0.1687
0.16883333333333334,6.5312631742239,0.04053333333333334,0.15668333333333334,0.169
0.16975,6.477763319301605,0.04095,0.15585000000000002,0.1707
0.17101666666666668,6.434214121468862,0.04125000000000001,0.1562,0.172
0.17136666666666667,6.407827713934581,0.041466666666666666,0.15366666666666665,0.1731
0.17303333333333334,6.351093165365855,0.0416,0.15456666666666666,0.1738
0.1739,6.313968253207207,0.042199999999999994,0.15431666666666666,0.1748
0.17531666666666668,6.259263304702441,0.04231666666666667,0.15666666666666668,0.1762
0.17603333333333332,6.221318388708433,0.04251666666666666,0.15813333333333335,0.1774
0.17785,6.17544989610513,0.04285,0.1533,0.179
0.17901666666666666,6.124762941424052,0.04313333333333333,0.15446666666666667,0.1802
0.17973333333333333,6.08373702375094,0.043166666666666666,0.1551,0.1812
0.18168333333333334,6.013962301858267,0.0439,0.15673333333333336,0.182
0.18211666666666668,5.988801694965362,0.043783333333333334,0.15416666666666667,0.1835
