Train Accuracy,Train Loss,Test Accuracy,Personalized Accuracy,Global Accuracy
0.5097666666666667,1.3748360909561317,0.12313333333333332,0.136,0.12
0.5180333333333333,1.3202208499789236,0.12561666666666665,0.13965,0.1306
0.52485,1.27767920028766,0.12706666666666666,0.13996666666666666,0.1403
0.5349666666666666,1.224994438145558,0.12948333333333334,0.14308333333333334,0.1529
0.54585,1.164346404625972,0.13218333333333335,0.14278333333333332,0.1675
0.55045,1.1357861235260964,0.13373333333333334,0.14213333333333333,0.1815
0.5603,1.0851922233104707,0.13535,0.14409999999999998,0.1992
0.5681833333333334,1.044977276959022,0.13730000000000003,0.14201666666666668,0.2156
0.57385,1.005573783287406,0.1387,0.14718333333333333,0.2379
0.5828666666666666,0.9678770422865948,0.14113333333333333,0.14678333333333335,0.2722
0.5893166666666667,0.9392758611381054,0.14281666666666668,0.1464666666666667,0.3118
0.5994833333333334,0.8861457479010025,0.14536666666666664,0.14735,0.3534
0.6051166666666666,0.8576352674057086,0.14726666666666666,0.15133333333333332,0.3991
0.6125666666666667,0.8204727591196697,0.149,0.1514,0.4509
0.6186333333333333,0.7919913362622262,0.15093333333333334,0.15025,0.506
0.6273166666666667,0.7539138254751762,0.15271666666666667,0.15621666666666667,0.5601
0.6336666666666667,0.723578440291683,0.1537666666666667,0.15485,0.6116
0.6407,0.696877584964037,0.15611666666666663,0.1541833333333333,0.6604
0.6470666666666667,0.6647207364340623,0.15718333333333334,0.15563333333333332,0.6987
0.6538333333333334,0.6365912563671668,0.15873333333333334,0.1567333333333333,0.7335
0.6599666666666667,0.6106132669130961,0.16026666666666667,0.16061666666666669,0.7599
0.6659000000000002,0.584445093913873,0.16206666666666666,0.16050000000000003,0.7821
0.6709999999999999,0.5610473936786254,0.16373333333333334,0.16275,0.7992
0.6763833333333333,0.5384664139121771,0.1651,0.16479999999999997,0.8096
0.6818666666666667,0.5176665913045406,0.16616666666666668,0.16476666666666664,0.8147
