Train Accuracy,Train Loss,Test Accuracy,Personalized Accuracy,Global Accuracy
599.5303666666667,21.82198493620555,147.02946666666668,1021.38035,0.116
599.2293666666667,21.82181129843394,146.82521666666665,1027.2965333333332,0.116
599.0240666666667,21.83319749644597,146.52470000000002,1033.5044666666668,0.116
598.92135,21.837558634344738,146.52155,1041.4809333333333,0.116
598.41575,21.853466279919942,146.2218,1039.6693166666666,0.116
598.5234333333334,21.864223819986975,146.2218,1045.0993833333334,0.116
598.3348333333333,21.860846515560148,146.41926666666666,1042.4607666666666,0.116
598.42875,21.860633337879182,146.21914999999998,1046.5853333333334,0.116
598.51985,21.859638248252867,146.12793333333332,1051.2238666666665,0.116
599.2348000000001,21.855888197008774,145.72038333333333,1049.3574666666668,0.1161
599.6379166666667,21.857907418664297,146.12745,1051.18385,0.1161
598.9322333333334,21.858603659661608,146.43161666666666,1051.0651166666667,0.116
598.4252166666666,21.853564758841195,146.52466666666666,1045.6125833333333,0.1162
598.7321499999999,21.857932987944285,146.52116666666666,1053.2633666666666,0.1162
598.9242666666667,21.864800514984132,146.81611666666666,1051.3453333333334,0.1162
599.32735,21.862253307310738,146.5175833333333,1052.0027833333334,0.1162
598.7312000000001,21.864890185228983,146.41805,1051.8710500000002,0.1162
599.3230666666667,21.86005223061244,146.31628333333333,1052.2916333333333,0.1162
599.4283333333334,21.857744418875374,146.41961666666668,1050.8731833333331,0.1162
598.8283166666666,21.852311839803058,146.31418333333332,1053.93735,0.1162
599.0314166666667,21.854028201103212,146.31933333333333,1055.0526000000002,0.1162
598.21675,21.854941934458413,146.51968333333335,1055.9818833333334,0.1162
599.22815,21.84928570251465,146.11373333333333,1051.9861166666667,0.1162
599.5237833333333,21.84606119820277,146.01755,1055.4815666666668,0.1162
599.2244833333333,21.83886506058375,146.62249999999997,1053.8703166666667,0.1163
598.9359,21.838922498226164,146.92025,1055.3713333333333,0.1164
599.6265999999999,21.84216313416163,146.81708333333333,1054.1007166666666,0.1164
599.4326,21.8335716711998,146.92435,1055.4224166666668,0.1164
599.0287333333333,21.83710449250539,146.72333333333333,1056.4148166666669,0.1164
599.3329833333333,21.831641445986428,146.61978333333332,1056.0069166666667,0.1164
