Train Accuracy,Train Loss,Local Accuracy,Global Accuracy,Loss Standard Deviation,Personal Accuracy
0.12931666666666666,10.565508940267561,0.13217,0.1141,0.02863554340341347,0.80631
0.1317333333333333,10.469027724583944,0.13447,0.1159,0.041449802646116904,0.8157300000000001
0.13303333333333334,10.408540957450866,0.13548,0.1174,0.08253931528637591,0.81764
0.13368333333333335,10.315693197870255,0.13686,0.1186,0.10606305736060148,0.8174899999999999
0.13536666666666666,10.22973583188057,0.13809,0.12,0.0769580165087047,0.8240999999999998
0.13736666666666666,10.108040397103627,0.13957,0.1219,0.06768207523057326,0.81457
0.13911666666666667,10.010188617308934,0.14134,0.1232,0.07218514734514815,0.8122199999999999
0.14101666666666665,9.88476370347341,0.14332,0.1259,0.06552960672176057,0.8277
0.1425,9.786484056981404,0.1449,0.128,0.05137316063476374,0.82116
0.14428333333333332,9.6800105662028,0.1464,0.1296,0.13727185939629613,0.81512
0.14621666666666666,9.575412260802587,0.14814,0.1311,0.05942968142485732,0.82516
0.14746666666666666,9.46714424548149,0.1499,0.1329,0.056274493358356756,0.8204
0.1495,9.35914156165123,0.15225000000000002,0.1338,0.06775823880010433,0.8221099999999999
0.15155000000000002,9.244020964161553,0.15428,0.1354,0.09963600601605725,0.8152999999999999
0.15271666666666667,9.151835096406938,0.15567,0.1374,0.1017526265026855,0.82256
0.15501666666666666,9.035459443473815,0.15804999999999997,0.1393,0.06212296931334652,0.82143
0.15664999999999998,8.94157802254359,0.16000000000000003,0.1401,0.12891995610161058,0.81686
0.15836666666666663,8.830103276809057,0.16213000000000002,0.1419,0.02687446323493048,0.83382
0.15986666666666666,8.726162212769191,0.1642,0.1444,0.0659057055881569,0.82642
0.1617333333333333,8.622193584601083,0.16657,0.1462,0.07072992543951152,0.82962
0.16351666666666667,8.516552140935262,0.16807999999999998,0.1478,0.030828017295146577,0.8394299999999999
0.1658333333333333,8.412724496793746,0.17074,0.1502,0.04180689503305047,0.8285300000000001
0.16785,8.306719734096527,0.17269,0.1517,0.0765271398074238,0.8228700000000001
0.17024999999999996,8.21190824192365,0.17465,0.1543,0.05255196591892119,0.8312
0.17266666666666666,8.10442164607048,0.17749,0.1562,0.10948878406885779,0.8161599999999999
0.17448333333333332,8.003816235264141,0.17912,0.1577,0.1600631377316696,0.81862
0.1758,7.906206735785802,0.18103000000000005,0.16,0.13681971622847752,0.81631
0.17834999999999998,7.8009152219931295,0.18331999999999998,0.1621,0.06676043859474431,0.8208
0.18031666666666668,7.704216194661459,0.18579,0.1645,0.02676868151616258,0.83735
0.18238333333333334,7.606870582969983,0.18783,0.1668,0.10042983783081942,0.8189
0.18481666666666666,7.5192370528062185,0.1903,0.1688,0.058208892434040614,0.82896
0.18738333333333335,7.411107222477595,0.19215,0.1712,0.09925037285784749,0.8273199999999999
0.18985,7.315826078486443,0.19445,0.1735,0.08534006667096769,0.8281700000000001
0.19211666666666669,7.229714693299931,0.19632999999999998,0.1761,0.06880450017447111,0.8324
0.19416666666666665,7.133610734232268,0.19855999999999996,0.1785,0.05298917686699282,0.8378699999999999
0.19676666666666667,7.034096947646141,0.20104999999999998,0.1802,0.06697253421695618,0.8288
0.19868333333333332,6.9388641658941905,0.20313,0.1821,0.058221793428833574,0.8336699999999999
0.20131666666666667,6.84790190864404,0.20575,0.1847,0.05514727343830541,0.8288599999999999
0.20431666666666667,6.75676718122959,0.20849,0.1868,0.048215546178344566,0.8323200000000001
0.20691666666666667,6.653193916400273,0.21125000000000002,0.1895,0.07803246022241893,0.83448
0.20915000000000003,6.57410327331225,0.21394999999999997,0.1909,0.06541986207573254,0.83563
0.21193333333333336,6.482428627093634,0.21628999999999998,0.1936,0.05804726842119029,0.8383700000000001
0.21471666666666667,6.383966237807274,0.21921999999999997,0.1955,0.10236126915876784,0.83711
0.21771666666666664,6.291685263419152,0.22186,0.1977,0.04654141891775878,0.84311
0.22016666666666668,6.201666121029854,0.22454000000000002,0.2007,0.053056608572327996,0.8393199999999998
0.22241666666666668,6.112976688353221,0.22701000000000002,0.2028,0.06668615765730183,0.8370000000000002
0.22598333333333334,6.0305713660796485,0.22995000000000002,0.2056,0.06353729821897283,0.8318599999999999
0.2287,5.942913649813334,0.23255,0.2084,0.023682171726191192,0.84496
