Train Accuracy,Train Loss,Local Accuracy,Global Accuracy,Loss Standard Deviation
0.91605,0.2797921122267842,0.87711,0.114,0.05991488065149132
0.8998666666666667,0.32338853151649233,0.86546,0.1158,0.058410710208647
0.9147,0.27827702399641274,0.8779399999999999,0.1173,0.031477290052159566
0.8998833333333334,0.3543995593711734,0.8624499999999999,0.1188,0.20815993164312624
0.90675,0.3104963341608643,0.8702399999999999,0.1203,0.1076695954839657
0.8823,0.49483432895317675,0.8512799999999999,0.1219,0.46399752214037565
0.9054,0.3046157983208696,0.86903,0.1234,0.053380930431647516
0.8968499999999999,0.40484459658116106,0.8612099999999999,0.1259,0.3873625600807186
0.9038666666666666,0.3116938533256451,0.86559,0.1289,0.0520081606502725
0.9033333333333333,0.321209844003121,0.86828,0.1308,0.07842460780412507
0.9110666666666667,0.29242071905583145,0.8743,0.1323,0.07459932125800858
0.8703333333333333,0.46997477496912077,0.8344100000000001,0.1341,0.32199255657108944
0.8801166666666667,0.4262547187790275,0.84496,0.1362,0.31589807362735484
0.9182666666666667,0.2740563958749175,0.87757,0.1375,0.04396785166892179
0.8837833333333334,0.4072519325673579,0.85178,0.1386,0.25345765702948525
0.9127333333333333,0.2879168746223052,0.8775099999999999,0.1404,0.03485410865711779
0.9099666666666666,0.29670597893347345,0.8718699999999999,0.1418,0.07115685125301707
0.9115666666666666,0.29113973333189885,0.8746400000000001,0.1436,0.03817308044876583
0.9070833333333332,0.3004052400961518,0.87121,0.1456,0.06740583148290404
0.8910833333333333,0.3990140174562733,0.8517600000000001,0.1477,0.30916600623573426
0.8960166666666667,0.34755764346768464,0.8609699999999999,0.1499,0.19223466388285243
0.8811833333333334,0.4248636119072636,0.84334,0.1525,0.3802604674851508
0.9080833333333334,0.3026707433586319,0.8716300000000001,0.1549,0.10613148648696703
0.8761166666666665,0.4394839341518779,0.8483499999999999,0.1567,0.26115951957432454
0.9011333333333332,0.32879749821598336,0.8621400000000001,0.1592,0.14897487145222846
0.9054666666666666,0.30476706501195827,0.8715899999999999,0.1615,0.06583915413481134
0.9001166666666667,0.33557948905775936,0.8627100000000001,0.1631,0.18181451699246046
0.8047000000000001,0.978167182472845,0.7845,0.1654,1.241685030722011
0.8997166666666667,0.33089049054880937,0.863,0.1678,0.14834824489174744
0.8720000000000001,0.4615372899378339,0.84322,0.1699,0.30318970065671447
0.9103500000000001,0.2918743601274987,0.87073,0.1729,0.07283390411671883
0.9133,0.2818187689140439,0.87646,0.1758,0.05425687447669221
0.8839166666666667,0.42156920525829,0.8536300000000001,0.1778,0.24897828984864573
0.8977666666666666,0.3371454536182185,0.86115,0.18,0.13616345818663472
0.8923000000000001,0.3653825632855296,0.8538099999999998,0.1821,0.2593252491062595
0.9103666666666667,0.2959976956004898,0.87469,0.1844,0.12953323778724868
0.8569999999999999,0.6319591776592036,0.82435,0.1865,0.96022814332538
0.8642500000000001,0.5432291437586149,0.83635,0.1887,0.5172624329653844
0.8364833333333332,1.158583813405037,0.80261,0.1909,2.674248395782681
0.8369166666666668,0.9502689549493292,0.81616,0.1928,1.5239432328965987
0.8972833333333333,0.3460631908213099,0.8633299999999999,0.1955,0.12463184176019289
0.8650333333333332,0.5865699090922872,0.83149,0.1977,0.9219791934819795
0.9200500000000001,0.26481564586758616,0.8806700000000001,0.2002,0.029196313465177207
0.9227666666666666,0.25536361277227604,0.8829499999999999,0.2028,0.02810225580955094
0.8696999999999999,0.6406288436638812,0.8431299999999999,0.2056,0.8834001905001843
0.9191500000000001,0.264364636208117,0.88343,0.2077,0.04067771713918193
0.8562000000000001,0.7365212873270114,0.83477,0.2098,1.0606856641863673
0.8942,0.41929100733349717,0.86378,0.2114,0.3492497382150124
0.9030666666666667,0.32892274010702965,0.8633700000000001,0.2142,0.24617012990544215
0.9096500000000001,0.2962956877909601,0.8727699999999999,0.2162,0.05287173906945163
0.9108833333333335,0.2895975580689808,0.87487,0.2191,0.04969839200436503
0.8550833333333333,0.664809655593584,0.82968,0.2217,0.7408312669649963
0.91925,0.2683442187736432,0.8817399999999999,0.225,0.06960471889562377
0.9209666666666667,0.2577318710513413,0.8850000000000001,0.2282,0.015071436556712777
0.8923333333333334,0.4431835739294688,0.8571099999999999,0.2308,0.5847220555983172
0.9062833333333334,0.3172685262791813,0.8685900000000001,0.2342,0.1875348651625379
0.9082333333333333,0.3069445488601923,0.8725099999999999,0.2372,0.10870486434819729
0.9106666666666667,0.2993408814450105,0.8737100000000001,0.2391,0.09731378214833866
0.8606166666666667,0.6509096798496942,0.8248300000000001,0.242,1.1863544581485483
0.9007000000000001,0.3648937732718885,0.8641699999999999,0.2449,0.31444762968259676
0.9253166666666667,0.2474583752565086,0.88812,0.2479,0.028852228056581324
0.9147,0.277236078795294,0.8784799999999999,0.2519,0.057168463033558936
0.8514666666666666,0.8152738613734642,0.81997,0.2549,1.5340300241552154
0.8956333333333335,0.3894138601712883,0.85956,0.2592,0.3622536548597769
0.9100999999999999,0.30137198343127963,0.87417,0.2627,0.12270222953081038
0.8968166666666666,0.3379706597084801,0.86134,0.2669,0.10089691120539629
0.8948666666666666,0.39797737662146493,0.8652600000000001,0.2706,0.30810702551011215
0.8361166666666667,0.943818704854697,0.8171899999999999,0.2731,1.644033023877281
0.8990166666666666,0.36527972638607026,0.8659699999999999,0.2775,0.3125040495449055
0.9167833333333333,0.2760708649682502,0.8817600000000001,0.2813,0.05207998915337275
0.8935833333333334,0.36746683432956534,0.8585099999999999,0.2864,0.199310318204202
0.8834333333333333,0.44710649484321474,0.8520699999999999,0.2916,0.3984023307463056
0.9097833333333334,0.29336429277285936,0.8725200000000001,0.295,0.07360698840833516
0.9026833333333334,0.3232344375543296,0.86284,0.2987,0.17142943546113626
0.9131333333333334,0.2935982883674403,0.87623,0.3027,0.1804933179615532
0.91325,0.2916592950463295,0.8723,0.3075,0.13463110134010395
0.9070333333333332,0.3110520350913207,0.8673900000000002,0.3118,0.1293490974036299
0.8988,0.3398280048606296,0.86245,0.3166,0.20003700077986422
0.8750499999999999,0.4982629658805827,0.84237,0.3229,0.5634071528648484
0.8471,0.8036369386906426,0.81285,0.3275,1.2304967713263355
0.9285333333333334,0.2377072159223258,0.89083,0.3326,0.023707033176850825
0.9170166666666666,0.27121794665406146,0.8799899999999998,0.337,0.07037219644133899
0.9092000000000001,0.3042285039052367,0.87214,0.3432,0.15588294329195987
0.8952166666666667,0.3371112145024041,0.8590399999999998,0.3496,0.17308182624793797
0.9152,0.2790703552904228,0.87778,0.3546,0.07150349773894651
0.8971333333333332,0.3843102884188294,0.86058,0.3591,0.4231748023420887
0.9043166666666667,0.306961493002375,0.86947,0.3641,0.11007700002921365
0.8916166666666667,0.38575074085742234,0.86362,0.3691,0.24658476015862674
0.8918166666666667,0.404884641610086,0.8583799999999999,0.3741,0.4006997628587554
0.9141166666666667,0.3016508084076146,0.8766900000000001,0.3786,0.1701120983508854
0.88115,0.4664170950546861,0.84275,0.3835,0.7163081124082122
0.8787166666666667,0.5681347606375813,0.85043,0.3872,0.5839329973692738
0.9129666666666667,0.2807337899545828,0.87622,0.3921,0.1163970110025505
0.9178666666666667,0.27566079415579636,0.88064,0.3969,0.10271333901552666
0.9080666666666667,0.3076603332174321,0.87107,0.4015,0.07411217339841646
0.9180333333333334,0.26375853058000404,0.88133,0.4063,0.05084263793604212
0.8744833333333333,0.5262130119259159,0.8488800000000001,0.4109,0.5821233583956278
0.9048166666666666,0.35054886401792373,0.86957,0.4156,0.26178995574714836
0.9063499999999999,0.30737862403492133,0.87248,0.4211,0.14815268180424065
0.9243833333333334,0.2436913905861477,0.88838,0.426,0.024387771428761806
0.92375,0.2513226997266213,0.88701,0.4311,0.03669438586570779
0.9213833333333333,0.2627351604727407,0.88618,0.4376,0.10525698149033541
0.9181666666666666,0.26705758330648144,0.88345,0.4447,0.05420763532327474
0.92375,0.2477058882035315,0.88672,0.4514,0.043665220772631706
0.8848166666666667,0.4086335848197341,0.85065,0.458,0.383479625980747
0.9167833333333333,0.2678116028847794,0.8794200000000001,0.4634,0.07135405625701023
0.9106166666666667,0.2909395260783533,0.8738199999999999,0.4694,0.12644842984295723
0.90765,0.33740602608894305,0.87181,0.4751,0.2949560478350456
0.9239666666666667,0.24810782451430957,0.88957,0.4804,0.029926567118533944
0.8582000000000001,0.8564653937225541,0.8352400000000001,0.4857,1.5138392950536506
0.8737833333333332,0.5380715938938161,0.8434200000000001,0.4907,0.672068875621453
0.8942333333333333,0.3731344591771563,0.86513,0.4949,0.29054477644291127
0.9164333333333333,0.2714318593539297,0.87856,0.5015,0.0868683636545646
0.8684000000000001,0.6522911708238225,0.83376,0.5093,1.119657564319263
0.9097333333333334,0.28904019488145904,0.87672,0.5145,0.06694025762661594
0.9086500000000002,0.3157197695287566,0.8747400000000001,0.5189,0.13924774958917777
0.9091333333333332,0.34159913742591935,0.87293,0.5231,0.30345393217277217
0.9024166666666666,0.3359334174302717,0.8660599999999999,0.5277,0.20341047610778673
0.9043333333333333,0.3184638469174504,0.8666400000000001,0.5337,0.2721130759619059
0.8953333333333333,0.42599742944265406,0.8614299999999999,0.5376,0.4651719594080437
0.8868499999999999,0.4149084770813585,0.85506,0.5428,0.3456947890702228
0.8977333333333333,0.4334868174105883,0.86182,0.5476,0.657182704663389
0.9159333333333333,0.2691270290752252,0.8794599999999999,0.5521,0.06587987139543319
0.9090166666666667,0.31936666470617053,0.87286,0.5566,0.31355966973247096
0.9261333333333334,0.2369203178440531,0.88856,0.5632,0.03838271918484524
0.9125166666666666,0.284221343938758,0.87802,0.568,0.10396450925212361
0.8895166666666667,0.4574091022533675,0.8538899999999999,0.5726,0.611058853761493
0.9107166666666666,0.3046966733862956,0.87478,0.576,0.22705705835692305
0.9072333333333333,0.3327326651006937,0.87246,0.5796,0.33982881838908774
0.9217833333333334,0.25318487655545274,0.8856100000000001,0.5849,0.056279151916895365
0.9133166666666667,0.29579545182585715,0.8766100000000001,0.5894,0.1599195683927302
0.9129666666666666,0.32082355909099175,0.87536,0.5952,0.26569330285763826
0.8749166666666667,0.5539453523332875,0.8508100000000001,0.6006,0.7044438102370029
0.9104666666666666,0.2930049524977803,0.8731199999999999,0.6051,0.1503582402855203
0.9075666666666666,0.3016645538253088,0.8711,0.6103,0.16946396290983237
0.8995333333333334,0.36079982380022607,0.86964,0.6149,0.27604094152185776
0.9073166666666667,0.3249149332034091,0.8704700000000001,0.6194,0.1971888893467384
0.8887333333333334,0.5376320848057669,0.8527,0.6244,0.9010349134705135
0.9070833333333335,0.32426058954522013,0.8704799999999999,0.6286,0.29428316902525137
0.8896666666666666,0.41467083836197854,0.8542000000000001,0.633,0.384747520779376
0.8820166666666666,0.5520141850637893,0.84737,0.6366,0.7632684672840278
0.9289666666666667,0.2300355336156984,0.8934799999999999,0.6409,0.04260985843063722
0.8998499999999999,0.4399111412165066,0.8660000000000001,0.647,0.5977710725412814
0.9189333333333334,0.271325896050036,0.88369,0.652,0.18918222363414172
0.9128499999999999,0.2842439522698521,0.87672,0.6572,0.09284259128220287
0.8438166666666668,0.93496541775316,0.82004,0.6617,1.3640310440050747
0.9231666666666667,0.25253067053755124,0.8871600000000001,0.6667,0.08849223886040306
0.9194833333333334,0.26504704123636086,0.8844500000000001,0.6715,0.07622010436913902
0.8924666666666667,0.49047410503625877,0.85727,0.6753,0.7288471076567253
0.8696000000000002,1.2946662670823437,0.83691,0.6784,3.3462728528222043
0.8587666666666666,0.477442771692574,0.85095,0.6792,0.011875246381899263
0.8600500000000001,0.47476498219122487,0.8518,0.6806,0.01654667735379666
0.8587333333333333,0.4738191224897902,0.8519,0.6816,0.011220641651806786
0.8569166666666668,0.48202734304914874,0.8491900000000001,0.6824,0.019103514866881534
0.8592833333333333,0.4728658061866959,0.85109,0.6834,0.014019933957528156
0.8588166666666666,0.47560785869111616,0.85081,0.6839,0.013636516224470367
0.8610833333333332,0.4718428570727507,0.8521,0.6851,0.012941456754001232
0.8600833333333334,0.47273897589246433,0.8521100000000001,0.6865,0.012659490978082525
0.8589500000000001,0.47817393373847006,0.85136,0.6873,0.016103728643520148
0.8608666666666667,0.47150231946259735,0.8522199999999999,0.6882,0.012674027224608012
0.8584333333333334,0.4784270419975122,0.85047,0.6893,0.02486596702514377
0.8593999999999999,0.4741260264312228,0.85241,0.6901,0.013159941168738934
0.8557333333333333,0.48553686883548897,0.84962,0.6914,0.03386144244556617
0.8614333333333334,0.4703624921277166,0.85303,0.6924,0.011371716246990685
0.86145,0.4702551469306151,0.8537899999999999,0.693,0.015245868605724024
0.8597500000000001,0.47523122488309943,0.85134,0.6944,0.014787200017072153
0.8584333333333334,0.47873398579408727,0.85134,0.6957,0.012408788382498008
0.8617833333333332,0.4689023557489117,0.8529000000000001,0.6965,0.013818025868755619
0.86125,0.46974324211428564,0.8525300000000001,0.697,0.012634342181673924
0.8616666666666666,0.46933442066709197,0.8530399999999999,0.6978,0.01763147177802184
0.8617,0.4683121128146847,0.85316,0.6988,0.013586452714488518
0.8610000000000001,0.47002969666769107,0.85212,0.6996,0.016514619994587722
0.8600500000000001,0.4722008347729842,0.85236,0.7002,0.008965940122300061
0.8612833333333334,0.47060625614424545,0.8529599999999999,0.7011,0.012639149264386026
0.8611666666666667,0.4685070574517051,0.8530099999999999,0.7016,0.012437783195552141
0.8608000000000001,0.4704828056484461,0.8520900000000001,0.7028,0.015556241843263827
0.8622833333333334,0.4664599206278721,0.8532900000000001,0.7039,0.011577195129870727
0.8627,0.4665286399369438,0.8542400000000001,0.7045,0.010484370574940805
0.8621666666666666,0.4677540115530292,0.85386,0.7055,0.01368243071298361
0.8615333333333333,0.47052479739685854,0.8527800000000001,0.7067,0.012533257300903192
0.8625333333333334,0.46724801837652924,0.8534999999999999,0.708,0.01389300005707033
0.8620833333333334,0.46617241570701207,0.85445,0.7086,0.013323684482644232
0.8627333333333334,0.46595963643789295,0.85458,0.7097,0.010725684316074593
0.8623333333333333,0.46704082480768366,0.85418,0.7106,0.010303869216054206
0.8627333333333334,0.46656491964658103,0.85363,0.7116,0.01481371389789972
0.8601333333333334,0.47420395314643776,0.8520099999999999,0.7128,0.018232908706418714
0.8623000000000001,0.46773562279989317,0.85411,0.7134,0.01301638893026451
0.8610000000000001,0.4727926662574212,0.8520099999999999,0.7146,0.01205341553813125
0.8599000000000001,0.47248891254762804,0.8534799999999999,0.7156,0.016706613982601596
0.8635,0.464429158128798,0.85421,0.7165,0.013684749691258899
0.8624333333333334,0.46347408520827693,0.85529,0.7178,0.010746213650686808
0.8636166666666668,0.4634115247701605,0.85527,0.7186,0.009166617111516012
